author,previewPDFURL,price,url,name,type,producer,productImage
,,27.95,https://everymanchess.com/collections/openings-books/products/everything-you-need-to-know-about-gambit-play,Everything You Need to Know About Gambit Play,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/9781781945018_1024x1024@2x.jpg?v=1556548420
,,19.95,https://everymanchess.com/collections/openings-books/products/first-steps-the-king-s-indian-defence,First Steps: King’s Indian Defence,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/9781781944288-FC_FS_King_s_Indian_Defence_1024x1024@2x.jpg?v=1557912216
,https://cdn.shopify.com/s/files/1/0080/9284/4094/files/OR_Sveshnikov_extract.pdf?148,21.95,https://everymanchess.com/collections/openings-books/products/opening-repertoire-the-sveshnikov,Opening Repertoire: The Sveshnikov,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/9781781945636-FC_OR_The_Sveshnikov_1024x1024@2x.jpg?v=1578656946
,,25.00,https://everymanchess.com/collections/openings-books/products/dangerous-weapons-bundle-3,BUNDLE: Dangerous Weapons Collection 3,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/edb666c44d61de4812cbce9bb1f15cd0_1024x1024@2x.jpg?v=1542116678
,,30.00,https://everymanchess.com/collections/openings-books/products/attacking-chess-bundle,BUNDLE: Attacking Chess Collection,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/de9464a9fbb4cc92f93f1f0f11fea2e1_1024x1024@2x.jpg?v=1542116687
Nigel Davies,,21.95,https://everymanchess.com/collections/openings-books/products/the-pirc-move-by-move,The Pirc: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/6d024f1eefc461218bea6b3468208c30_1024x1024@2x.jpg?v=1542116721
Cyrus Lakdawala,,21.95,https://everymanchess.com/collections/openings-books/products/the-anti-sicilians-move-by-move,Anti-Sicilians: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/9e7fcab2ec538175252284f1859d98e3_1024x1024@2x.jpg?v=1542116726
Andrew Martin,,19.95,https://everymanchess.com/collections/openings-books/products/first-steps-the-queens-gambit,First Steps: The Queen's Gambit,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/198e646d415a7ca1814d2f999c191f5e_1024x1024@2x.jpg?v=1542116783
,,19.95,https://everymanchess.com/collections/openings-books/products/starting-out-1d4-1e4,Starting Out: 1d4 & 1e4,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/3e95a300b83d3666cf2a1c80e7d5b378_1024x1024@2x.jpg?v=1542116819
Cyrus Lakdawala,,19.95,https://everymanchess.com/collections/openings-books/products/first-steps-the-modern,First Steps: The Modern,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/7c1bdaebf2bed6e25255d534a43f100f_1024x1024@2x.jpg?v=1542922649
Eric Montang,,19.95,https://everymanchess.com/collections/openings-books/products/opening-repertoire-the-caro-kann-1,Opening Repertoire: The Modern Sämisch: Combating the King’s Indian and Benoni with 6 Bg5!,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/6432d241a82acd3546e938d2f4f445e3_1024x1024@2x.jpg?v=1542922683
Carsten Hansen,,21.95,https://everymanchess.com/collections/openings-books/products/the-closed-sicilian-move-by-move,The Closed Sicilian: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/80c911542ab1e6fe05407b8551b49316_1024x1024@2x.jpg?v=1542922731
Nigel Davies,,21.95,https://everymanchess.com/collections/openings-books/products/the-queens-gambit-declined-move-by-move,The Queen's Gambit Declined: Move by Move,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/f11e40310ec04a5864cb373b5795e80b_1024x1024@2x.jpg?v=1542922742
Angus Dunnington,,14.95,https://everymanchess.com/collections/openings-books/products/attacking-with-1d4,Attacking with 1 d4,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/413705e63cd878ee58d64543f564e328_1024x1024@2x.jpg?v=1542114832
Joe Gallagher,,14.95,https://everymanchess.com/collections/openings-books/products/starting-out-the-pirc-modern,Starting Out: The Pirc/Modern,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/4dc8b2a3abcc1b4514b4459b750cfde2_1024x1024@2x.jpg?v=1542115340
,,,https://everymanchess.com/collections/openings-books/products/gambit-play-sacrificing-in-the-opening,Gambit Play: Sacrificing in the Opening,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/2b400ad91f8965366fe654fd8e7584e5_1024x1024@2x.jpg?v=1542115359
Christoph Scheerer,,17.95,https://everymanchess.com/collections/openings-books/products/the-greatest-ever-chess-opening-ideas,The Greatest Ever Chess Opening Ideas,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/b17d1be053957116921cac2d6f128bbb_1024x1024@2x.jpg?v=1542115853
,,,https://everymanchess.com/collections/openings-books/products/improve-your-chess-at-any-age,Improve Your Chess at Any Age,Book,Everyman Chess,
Yasser Seirawan,,19.95,https://everymanchess.com/collections/openings-books/products/winning-chess-openings,Winning Chess Openings,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/eb160d005e419bb7ea3d6ebcba04d608_1024x1024@2x.png?v=1542115350
,,19.95,https://everymanchess.com/collections/openings-books/products/how-to-beat-the-sicilian-defence-an-anti-sicilian-repertoire-for-white,How to Beat the Sicilian Defence: An Anti-Sicilian Repertoire for White,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/9821e4734969fcaaa42cd6db81975f47_1024x1024@2x.jpg?v=1542116136
David Vigorito,,10.00,https://everymanchess.com/collections/openings-books/products/attacking-chess-the-kings-indian-volume-2,"Attacking Chess: The King's Indian, Volume 2",eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/528d922847669e1d9128bdb0f196e1fa_1024x1024@2x.jpg?v=1542116140
Cyrus Lakdawala,,19.95,https://everymanchess.com/collections/openings-books/products/the-scandinavian-move-by-move,The Scandinavian: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/dcf43446bcbfbbd58618c8e28c92d639_1024x1024@2x.jpg?v=1542116346
,,,https://everymanchess.com/collections/openings-books/products/the-slav,The Slav,Book,Everyman Chess,
,,16.95,https://everymanchess.com/collections/openings-books/products/chess-developments-sicilian-najdorf-6-bg5,Chess Developments: Sicilian Najdorf 6 Bg5,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/fc74a7fd4eba4c44eb9a76c913de8a72_1024x1024@2x.jpg?v=1542116375
,,,https://everymanchess.com/collections/openings-books/products/the-semi-slav,The Semi-Slav,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/ec7e634ddbf4c7b384547d22ea4cf34c_1024x1024@2x.jpg?v=1542116384
,,21.95,https://everymanchess.com/collections/openings-books/products/opening-repertoire-the-open-games-with-black,Opening Repertoire: The Open Games with Black,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/f59e09f5fc497f928e8e93e57d614300_1024x1024@2x.jpg?v=1542116388
Christof Sielecki,,21.95,https://everymanchess.com/collections/openings-books/products/opening-repertoire-nimzo-and-bogo-indian,Opening Repertoire: Nimzo and Bogo Indian,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/48790ef21ce12243e6cda5cbe4275070_1024x1024@2x.jpg?v=1542116392
Cyrus Lakdawala,,19.95,https://everymanchess.com/collections/openings-books/products/the-nimzo-larsen-attack-move-by-move,The Nimzo-Larsen Attack: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/b67defb3be4522f25d6be3bdc5076f62_1024x1024@2x.jpg?v=1542116397
Lorin D'Costa,,19.95,https://everymanchess.com/collections/openings-books/products/the-panov-botvinnik-attack-move-by-move,The Panov-Botvinnik Attack: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/66a161b9cd4b01cd91f2b924cf43d62f_1024x1024@2x.jpg?v=1542116407
Sam Collins,,19.95,https://everymanchess.com/collections/openings-books/products/the-tarrasch-defence-move-by-move,The Tarrasch Defence: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/7aea3a6cae896dd66f7b35553fb0fa85_1024x1024@2x.jpg?v=1542116427
Junior Tay,,19.99,https://everymanchess.com/collections/openings-books/products/the-benko-gambit-move-by-move,The Benko Gambit: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/343634e651a99ba3fc9483eee628326f_1024x1024@2x.jpg?v=1542116443
Damian Lemos,,19.95,https://everymanchess.com/collections/openings-books/products/opening-repertoire-the-fianchetto-system-weapons-for-white-against-the-kings-indian-and-grunfeld,Opening Repertoire: The Fianchetto System - Weapons for White against the King's Indian and Grünfeld,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/b68d70ac54387fddffff86edb89b016c_1024x1024@2x.jpg?v=1542116448
Cyrus Lakdawala,,19.95,https://everymanchess.com/collections/openings-books/products/the-alekhine-defence-move-by-move,The Alekhine Defence: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/c64cf67bc06fa1a84a2b5b77ed4d0dc3_1024x1024@2x.jpg?v=1542116456
Cyrus Lakdawala,,19.99,https://everymanchess.com/collections/openings-books/products/the-trompowsky-attack-move-by-move,The Trompowsky Attack: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/2a0446d3ab05c857746dafada75cee65_1024x1024@2x.jpg?v=1542116461
Cyrus Lakdawala,,19.95,https://everymanchess.com/collections/openings-books/products/the-classical-french-move-by-move,The Classical French: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/488b9caf00b3b35b8539aa9ba599f3b9_1024x1024@2x.jpg?v=1542116475
Junior Tay,,19.99,https://everymanchess.com/collections/openings-books/products/the-old-indian-move-by-move,The Old Indian: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/a855cc8f4bc5045f4917b57097199578_1024x1024@2x.jpg?v=1542116518
Jovanka Houska,,21.95,https://everymanchess.com/collections/openings-books/products/opening-repertoire-the-caro-kann,Opening Repertoire: The Caro-Kann,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/e8b0c051588b0847aaf272bca84b58dd_1024x1024@2x.jpg?v=1542116492
Simon Williams,,19.95,https://everymanchess.com/collections/openings-books/products/the-killer-dutch,The Killer Dutch,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/1fc287a497f5c66f78a7d1796b213a75_1024x1024@2x.jpg?v=1542116525
Cyrus Lakdawala,,19.95,https://everymanchess.com/collections/openings-books/products/birds-opening-move-by-move,Bird's Opening: Move by move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/6830084ff81a0b3cc0af2385271597af_1024x1024@2x.jpg?v=1542116529
Cyrus Lakdawala,,21.95,https://everymanchess.com/collections/openings-books/products/1-b6-move-by-move,1...b6: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/9ca478cc7a53302a86eb66ddcb477f23_1024x1024@2x.jpg?v=1542116533
Richard Palliser,,14.95,https://everymanchess.com/collections/openings-books/products/starting-out-d-pawn-attacks-the-colle-zukertort-barry-and-150-attacks,Starting Out: d-pawn Attacks,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/d5c21101949e422fa54bb6b01e08204a_1024x1024@2x.jpg?v=1542116568
,,,https://everymanchess.com/collections/openings-books/products/alekhine-s-defence,Alekhine's Defence,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/7bfd2e1848c985cf78f554401f782326_1024x1024@2x.jpg?v=1542116555
Neil McDonald,,14.95,https://everymanchess.com/collections/openings-books/products/how-to-play-against-1-e4,How to Play against 1 e4,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/2b45b97952c59bce9df39840f32e58a8_1024x1024@2x.jpg?v=1542116574
Jimmy Liew,,19.95,https://everymanchess.com/collections/openings-books/products/the-veresov-move-by-move,The Veresov: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/381191d1bc22e23efba3970edf1c3496_1024x1024@2x.jpg?v=1542116585
Lorin D'Costa,,21.95,https://everymanchess.com/collections/openings-books/products/the-queens-indian-move-by-move,The Queen's Indian: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/1c13ee5d8ab135119f36ebb3ad71bab4_1024x1024@2x.jpg?v=1542116602
David Smerdon,,21.95,https://everymanchess.com/collections/openings-books/products/smerdons-scandinavian,Smerdon’s Scandinavian,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/c46edf6f274d790b1dba1d603514cf19_1024x1024@2x.jpg?v=1542116595
Carsten Hansen,,19.95,https://everymanchess.com/collections/openings-books/products/the-catalan-move-by-move,The Catalan: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/2b6a87c70afb4fcb608bfdba22817b8b_1024x1024@2x.jpg?v=1542116626
Cyrus Lakdawala,,19.95,https://everymanchess.com/collections/openings-books/products/the-petroff-move-by-move,The Petroff: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/888f965a68fc38c195aa789d0ecac7b0_1024x1024@2x.jpg?v=1542116630
,https://cdn2.shopify.com/s/files/1/0080/9284/4094/files/Opening_repertoire_Queens_Gambit_extract.pdf?38,21.95,https://everymanchess.com/collections/openings-books/products/opening-repertoire-the-queens-gambit,Opening Repertoire: The Queen's Gambit,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/9781781942604_1024x1024@2x.jpg?v=1565190280
Neil McDonald,,21.95,https://everymanchess.com/collections/openings-books/products/the-sicilian-dragon-move-by-move,The Sicilian Dragon: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/5f9a2cec493a8b8bc87a5b5dbcb48d0c_1024x1024@2x.jpg?v=1542116638
,,25.00,https://everymanchess.com/collections/openings-books/products/dangerous-weapons-bundle-1,BUNDLE: Dangerous Weapons Collection 1,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/3920dac0f6d9a192d44aeb479d2531eb_1024x1024@2x.jpg?v=1542116650
,,25.00,https://everymanchess.com/collections/openings-books/products/bundle-gambiteer,BUNDLE: Gambiteer,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/942e149f77220f27cadac76e48bbe1d2_1024x1024@2x.jpg?v=1542116668
,,25.00,https://everymanchess.com/collections/openings-books/products/dangerous-weapons-bundle-2,BUNDLE: Dangerous Weapons Collection 2,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/d8917cca98b772a5e99119730482c3cd_1024x1024@2x.jpg?v=1542116673
Alexander Cherniaev,,19.95,https://everymanchess.com/collections/openings-books/products/the-new-old-indian-a-repertoire-for-black-against-1d4,The New Old Indian: A Repertoire for Black against 1d4,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/f4df950ed48f7bd2f89aa06118e1ad74_1024x1024@2x.jpg?v=1542922738
John Emms,,19.95,https://everymanchess.com/collections/openings-books/products/the-nimzo-indian-move-by-move,The Nimzo-Indian: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/e1ce3fc9ef5c6b5e087560f7db94fe6e_1024x1024@2x.jpg?v=1542116152
Tony Rotella,,19.95,https://everymanchess.com/collections/openings-books/products/the-killer-sicilian-fighting-1e4-with-the-kalashnikov,The Killer Sicilian: Fighting 1 e4 with the Kalashnikov,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/2e110d839dcdaef167e0e2040099cbf5_1024x1024@2x.jpg?v=1542116148
Neil McDonald,,19.95,https://everymanchess.com/collections/openings-books/products/the-ruy-lopez-move-by-move,The Ruy Lopez: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/9335ba686d978494e12c9e6b6cac24f3_1024x1024@2x.jpg?v=1542116160
Cyrus Lakdawala,,19.95,https://everymanchess.com/collections/openings-books/products/the-slav-move-by-move,The Slav: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/d4cbb9e942d53e3dbcbd5437e1613e7f_1024x1024@2x.jpg?v=1542116174
,,,https://everymanchess.com/collections/openings-books/products/aljechin-alarm-ein-zuverlassiges-schwarz-repertoire-gegen-1-e4,Aljechin-Alarm!: Ein zuverlässiges Schwarz-Repertoire gegen 1. e4,Book,Everyman Chess,
,,,https://everymanchess.com/collections/openings-books/products/geheimwaffe-londoner-system,Geheimwaffe Londoner System,Book,Everyman Chess,
David Vigorito,,16.95,https://everymanchess.com/collections/openings-books/products/chess-developments-the-sicilian-dragon,Chess Developments: The Sicilian Dragon,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/479310c9d7e89b726d9f3daec579a4c8_1024x1024@2x.jpg?v=1542116180
Richard Palliser,,16.95,https://everymanchess.com/collections/openings-books/products/chess-developments-the-modern-benoni,Chess Developments: The Modern Benoni,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/b92085d83151adff292bce336a2f13a3_1024x1024@2x.jpg?v=1542116185
John Emms,,19.95,https://everymanchess.com/collections/openings-books/products/the-sicilian-taimanov-move-by-move,The Sicilian Taimanov: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/80389931b75d9202ad19d5cb3f21b09e_1024x1024@2x.jpg?v=1542116189
Cyrus Lakdawala,,19.95,https://everymanchess.com/collections/openings-books/products/1-d6-move-by-move,1...d6: Move by Move,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/46d95972d9a8c4857298502c1cdb765e_1024x1024@2x.jpg?v=1542116195
Timothy Taylor,,12.95,https://everymanchess.com/collections/openings-books/products/slay-the-sicilian,Slay the Sicilian!,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/e028004689340e06b7268abbb2db9cb5_1024x1024@2x.jpg?v=1542116199
John Watson,,19.95,https://everymanchess.com/collections/openings-books/products/play-the-french-4th-edition,"Play the French, 4th edition",eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/59a429f235cc36ca54673abe0e57da9f_1024x1024@2x.jpg?v=1542116204
Richard Palliser,,19.95,https://everymanchess.com/collections/openings-books/products/the-torre-attack-move-by-move,The Torre Attack: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/8e8bfd090b51fe89be9cb1bf76ee455a_1024x1024@2x.jpg?v=1542116229
Cyrus Lakdawala,,19.95,https://everymanchess.com/collections/openings-books/products/the-caro-kann-move-by-move,The Caro-Kann: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/a2f1c047bfbd1dbd4caff3b4fa82cd19_1024x1024@2x.jpg?v=1542116234
Lorin D'Costa,,19.95,https://everymanchess.com/collections/openings-books/products/the-sicilian-scheveningen-move-by-move,The Sicilian Scheveningen: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/924081bdcb095233338ae20578404d24_1024x1024@2x.jpg?v=1542116243
David Vigorito,,16.95,https://everymanchess.com/collections/openings-books/products/chess-developments-the-grunfeld,Chess Developments: The Grünfeld,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/3ab98e131a96ae75e364ae1fa4818566_1024x1024@2x.jpg?v=1542116239
Johan Hellsten,,19.95,https://everymanchess.com/collections/openings-books/products/mastering-opening-strategy,Mastering Opening Strategy,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/9781857446920_1024x1024@2x.jpg?v=1593080682
John Cox,,10.99,https://everymanchess.com/collections/openings-books/products/dangerous-weapons-the-ruy-lopez,Dangerous Weapons: The Ruy Lopez,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/7a044ad4d58dafb1a1b221cada2d6cc4_1024x1024@2x.jpg?v=1542116251
James Vigus,,16.95,https://everymanchess.com/collections/openings-books/products/chess-developments-the-pirc,Chess Developments: The Pirc,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/8e7e337118d23e62f8b19aaeb55de934_1024x1024@2x.jpg?v=1542116263
Cyrus Lakdawala,,19.95,https://everymanchess.com/collections/openings-books/products/the-four-knights-move-by-move,The Four Knights: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/72e980c93a9dd0517ccb2209f193fced_1024x1024@2x.jpg?v=1542116268
Steve Giddins,,19.95,https://everymanchess.com/collections/openings-books/products/the-english-move-by-move,The English: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/23a05037d4c1d0ac541ef87fad09ab0e_1024x1024@2x.jpg?v=1542116284
Cyrus Lakdawala,,19.95,https://everymanchess.com/collections/openings-books/products/the-modern-defence-move-by-move,The Modern Defence: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/43a417d59eaead99bc4052ed75d2270b_1024x1024@2x.jpg?v=1542116288
Bryan Paulsen,,16.95,https://everymanchess.com/collections/openings-books/products/chess-developments-semi-slav-5-bg5,Chess Developments: Semi-Slav 5 Bg5,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/fd42dc34ddcc210e6da4f9113eef82af_1024x1024@2x.jpg?v=1542116294
Neil McDonald,,19.95,https://everymanchess.com/collections/openings-books/products/the-kings-indian-attack-move-by-move,The King's Indian Attack: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/a658e8aedc3b34c3133df563e34405ee_1024x1024@2x.jpg?v=1542116302
,,9.99,https://everymanchess.com/collections/openings-books/products/chess-secrets-great-chess-romanticslearn-from-anderssen-chigorin-reti-larsen-and-morozevich,"Chess Secrets: Great Chess Romantics: Learn from Anderssen, Chigorin, Réti, Larsen and Morozevich",eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/fea10688addc3c03de5fba1f71252354_1024x1024@2x.jpg?v=1542116306
Steve Giddins,,19.95,https://everymanchess.com/collections/openings-books/products/the-french-winawer-move-by-move,The French Winawer: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/f5f6c275cb5dc2da5af0ac7a0e9ce63a_1024x1024@2x.jpg?v=1542116320
James Schuyler,,14.99,https://everymanchess.com/collections/openings-books/products/the-dark-knight-system-a-repertoire-with-1-nc6,The Dark Knight System: A repertoire with 1...Nc6,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/12af8b8a60c44172656b1e5a327b1d70_1024x1024@2x.jpg?v=1542922732
Peter Lalic,,10.99,https://everymanchess.com/collections/openings-books/products/play-the-accelerated-dragon,Play the Accelerated Dragon,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/b2a63ff589a9f623bf3e38a6909a9dbf_1024x1024@2x.jpg?v=1542116341
Cyrus Lakdawala,,19.95,https://everymanchess.com/collections/openings-books/products/the-colle-move-by-move,The Colle: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/437da5dd5826c85af36b64931aeb3c1a_1024x1024@2x.jpg?v=1542116333
