author,previewPDFURL,price,url,name,type,producer,productImage
Boris Gulko,,17.95,https://everymanchess.com/collections/training/products/lessons-with-a-grandmaster-enhance-your-chess-strategy-and-psychology-with-boris-gulko,Lessons with a Grandmaster: Enhance your chess strategy and psychology with Boris Gulko,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/6e39af30ded9b93696a66cd43f789f54_1024x1024@2x.jpg?v=1542116157
Boris Gulko,,17.95,https://everymanchess.com/collections/training/products/lessons-with-a-grandmaster-2-improve-your-tactical-vision-and-dynamic-play-with-boris-gulko,Lessons with a Grandmaster 2: Improve your tactical vision and dynamic play with Boris Gulko,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/1fa336e57c4c597a28a0736039bef007_1024x1024@2x.jpg?v=1542922672
,,9.99,https://everymanchess.com/collections/training/products/chess-endings-essential-knowledge,Chess Endings: Essential Knowledge,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/83f5599003cf72bc87936dcf0c993a29_1024x1024@2x.jpg?v=1542114866
Neil McDonald,,17.95,https://everymanchess.com/collections/training/products/chess-secrets-the-giants-of-power-play-learn-from-topalov-geller-bronstein-alekhine-and-morphy,"Chess Secrets: The Giants of Power Play: Learn from Topalov, Geller, Bronstein, Alekhine and Morphy",eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/7ee2c8e013418dfda1cd00bf2323f5ae_1024x1024@2x.jpg?v=1542115955
,,9.99,https://everymanchess.com/collections/training/products/chess-psychology-the-will-to-win,Chess Psychology: The will to win!,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/337a78942e39177f1793bfe6f1d7f696_1024x1024@2x.jpg?v=1542116359
Yasser Seirawan,,19.95,https://everymanchess.com/collections/training/products/winning-chess-combinations,Winning Chess Combinations,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/024f04e802a4109eb14e19a291ef0042_1024x1024@2x.png?v=1542115661
Jacob Aagaard,,14.95,https://everymanchess.com/collections/training/products/excelling-at-combinational-play-learn-to-identify-and-exploit-tactical-chances,Excelling at Combinational Play: Learn to Identify and Exploit Tactical Chances,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/4e07891dce6ddccb7a238f5403799481_1024x1024@2x.jpg?v=1542115401
,,19.95,https://everymanchess.com/collections/training/products/excelling-chess-volume-2,Excelling at Chess Volume 2: Combination Play and Calculation,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/541c8df06830a8c22d5c1a471fde9398_1024x1024@2x.jpg?v=1542922641
Chris Ward,,10.99,https://everymanchess.com/collections/training/products/improve-your-opening-play,Improve Your Opening Play,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/c075e326ae95e0097a801767d6268ef8_1024x1024@2x.jpg?v=1542114966
Colin Crouch,,15.95,https://everymanchess.com/collections/training/products/chess-secrets-great-attackers-learn-from-kasparov-tal-and-stein,"Chess Secrets: Great Attackers: Learn from Kasparov, Tal and Stein",eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/933f565f936dadbc275a3c3f511c2447_1024x1024@2x.jpg?v=1542115898
Jacob Aagaard,,14.95,https://everymanchess.com/collections/training/products/excelling-at-chess,Excelling at Chess,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/624112b9cdd8370dfdb3eaae421bdcf0_1024x1024@2x.jpg?v=1542114914
,,15.99,https://everymanchess.com/collections/training/products/rapid-chess-improvement,Rapid Chess Improvement,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/bdc70c04b131eb2af69e239bf315477f_1024x1024@2x.jpg?v=1542115220
,,9.99,https://everymanchess.com/collections/training/products/bobby-fischer-his-approach-to-chess,Bobby Fischer: His Approach to Chess,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/cb046133729b4794c8f34b29b4e80bf7_1024x1024@2x.jpg?v=1542114852
Timothy Taylor,,17.95,https://everymanchess.com/collections/training/products/slay-the-spanish,Slay the Spanish!,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/5c0ea09db125bd5fa20bb31830019633_1024x1024@2x.jpg?v=1542116071
Yasser Seirawan,,19.95,https://everymanchess.com/collections/training/products/winning-chess-openings,Winning Chess Openings,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/eb160d005e419bb7ea3d6ebcba04d608_1024x1024@2x.png?v=1542115350
Gary Lane,,15.95,https://everymanchess.com/collections/training/products/the-greatest-ever-chess-tricks-and-traps,The Greatest Ever Chess Tricks and Traps,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/6d3ad7e50ce6728e81c79e3d58640b30_1024x1024@2x.jpg?v=1542115892
Nigel Davies,,15.95,https://everymanchess.com/collections/training/products/the-rules-of-winning-chess,The Rules of Winning Chess,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/bd899535af13bec92c17ac6643fd312e_1024x1024@2x.jpg?v=1542115964
Neil McDonald,,10.99,https://everymanchess.com/collections/training/products/break-the-rules-a-modern-look-at-chess-strategy,Break the Rules!: A Modern Look at Chess Strategy,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/b9e897cfd1b7e26006b0435906b1de5e_1024x1024@2x.jpg?v=1542116212
Jacob Aagaard,,14.95,https://everymanchess.com/collections/training/products/excelling-at-technical-chess,Excelling at Technical Chess,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/30f68f543d0e045fb22c3f49cdf8658a_1024x1024@2x.jpg?v=1542115447
Jacob Aagaard,,14.95,https://everymanchess.com/collections/training/products/excelling-at-positional-chess-how-the-best-players-plan-and-manoeuvre,Excelling at Positional Chess: How the Best Players Plan and Manoeuvre,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/5cedd3e5e9de6ff6c815932412e15738_1024x1024@2x.jpg?v=1542115320
Neil McDonald,,17.95,https://everymanchess.com/collections/training/products/chess-secrets-the-giants-of-strategy-learn-from-kramnik-karpov-petrosian-capablanca-and-nimzowitsch,"Chess Secrets: The Giants of Strategy: Learn from Kramnik, Karpov, Petrosian, Capablanca and Nimzowitsch",eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/8cab8ce73c266ed256433872c94cca8c_1024x1024@2x.jpg?v=1542115793
Colin Crouch,,15.95,https://everymanchess.com/collections/training/products/magnus-force-how-carlsen-beat-kasparovs-record,Magnus Force: How Carlsen beat Kasparov's record,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/2cc61c0a59191ab02b289278b418f3bc_1024x1024@2x.jpg?v=1542116417
,,9.99,https://everymanchess.com/collections/training/products/your-best-move-a-structured-approach-to-move-selection-in-chess,Your Best Move: A Structured Approach to Move Selection in Chess,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/6a758b58b706c81601e9953da8532266_1024x1024@2x.jpg?v=1542116563
,,14.99,https://everymanchess.com/collections/training/products/starting-out-defensive-play,Starting Out: Defensive Play,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/2b50a4a117d770763bc27d53efdd5475_1024x1024@2x.jpg?v=1542922712
,,9.99,https://everymanchess.com/collections/training/products/practical-endgame-play-mastering-the-basics-the-essential-guide-to-endgame-fundamentals,Practical Endgame Play - Mastering the Basics: The essential guide to endgame fundamentals,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/121f97187e8a2ec156dfe65e77f3a896_1024x1024@2x.jpg?v=1542115842
Noam A. Manella,,16.95,https://everymanchess.com/collections/training/products/play-unconventional-chess-and-win,Play Unconventional Chess and Win,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/809db56c558bdc3fd9f55e35e80d403b_1024x1024@2x.jpg?v=1542116488
Steve Giddins,,17.95,https://everymanchess.com/collections/training/products/the-greatest-ever-chess-endgames,The Greatest Ever Chess Endgames,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/43d06e61e1759b5178b9f0f0ebae15e5_1024x1024@2x.jpg?v=1542116255
Chris Ward,,9.99,https://everymanchess.com/collections/training/products/its-your-move-improvers,It's Your Move Improvers,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/9e65e899999cc93ea9e0290362f80c65_1024x1024@2x.jpg?v=1542114975
,,14.99,https://everymanchess.com/collections/training/products/starting-out-minor-piece-endgames,Starting Out: Minor Piece Endgames,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/08022c9e18bf8cffb84db70541348d58_1024x1024@2x.jpg?v=1542115507
Craig Pritchett,,17.95,https://everymanchess.com/collections/training/products/chess-secrets-giants-of-innovation-learn-from-steinitz-lasker-botvinnik-korchnoi-and-ivanchuk,"Chess Secrets: Giants of Innovation: Learn from Steinitz, Lasker, Botvinnik, Korchnoi and Ivanchuk",eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/0e5755a86a689e62b7bba32ba064a192_1024x1024@2x.jpg?v=1542116168
,,,https://everymanchess.com/collections/training/products/the-times-winning-moves,The Times Winning Moves,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/09fbfc6d49eb5593785764faba16f003_1024x1024@2x.jpg?v=1542115368
,,,https://everymanchess.com/collections/training/products/lessons-in-chess,Lessons in chess,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/432bdad35c484259e830754869b2e8eb_1024x1024@2x.jpg?v=1542115419
,,,https://everymanchess.com/collections/training/products/art-of-chess-analysis,Art of Chess Analysis,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/99bc0fbc0d951155bbfec51f556c26b7_1024x1024@2x.jpg?v=1542115424
,,,https://everymanchess.com/collections/training/products/inside-the-chess-mind-how-players-of-all-levels-think-about-the-game,Inside the Chess Mind: How players of all levels think about the game,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/bdf7e2e819106ebd4d7c4acf26c8353d_1024x1024@2x.jpg?v=1542115444
,,,https://everymanchess.com/collections/training/products/checkmate-my-first-chess-book,Checkmate! : My First Chess Book,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/8912efe88af37a776abded9c1ef4232a_1024x1024@2x.jpg?v=1542115518
,,,https://everymanchess.com/collections/training/products/catastrophe-in-the-opening,Catastrophe in the Opening,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/4f1f801feb9d22a9c0105431eee7bda5_1024x1024@2x.jpg?v=1542115587
,,,https://everymanchess.com/collections/training/products/more-simple-chess-moving-on-from-the-basic-principles,More Simple Chess: Moving on from the Basic Principles,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/7668f1b365e65b1d116e25a36f276b01_1024x1024@2x.jpg?v=1542115389
,,,https://everymanchess.com/collections/training/products/the-survival-guide-to-competitive-chess-improve-your-results-now,The Survival Guide to Competitive Chess: Improve Your Results Now!,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/637583e0c22462256f45e6bd2b62e34f_1024x1024@2x.jpg?v=1542115657
,,,https://everymanchess.com/collections/training/products/discovering-chess-openings-building-opening-skills-from-basic-principles,Discovering Chess Openings : Building opening skills from basic principles,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/167f3d95e1d313bd1a26753b2367e2b5_1024x1024@2x.jpg?v=1542115686
,,,https://everymanchess.com/collections/training/products/the-complete-chess-workout-train-your-brain-with-1200-puzzles,The Complete Chess Workout: Train your brain with 1200 puzzles!,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/3bbd801609dfad8cb20164ace5261425_1024x1024@2x.jpg?v=1542115807
,,,https://everymanchess.com/collections/training/products/pawn-sacrifice-winning-at-chess-the-adventurous-way,Pawn Sacrifice!: Winning at chess the adventurous way,Book,Everyman Chess,
,,,https://everymanchess.com/collections/training/products/true-combat-chess-winning-battles-over-the-board,True Combat Chess: Winning Battles over the Board,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/2c6b88c40d77801223fd29a461b11a50_1024x1024@2x.jpg?v=1542115912
,,,https://everymanchess.com/collections/training/products/an-ebook-collection-of-5-books-for-the-improving-player,An ebook collection of 5 books for the improving player,Book,Everyman Chess,
,,,https://everymanchess.com/collections/training/products/application-of-chess-theory,Application of Chess Theory,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/9b757ec5f2af796c4aca8cdbedf6c0a6_1024x1024@2x.jpg?v=1542116559
Colin Crouch,,,https://everymanchess.com/collections/training/products/analyse-your-chess,Analyse Your Chess,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/9a4d1d061b1e7141dd56c270ed2e9c30_1024x1024@2x.jpg?v=1542116591
Cyrus Lakdawala,,32.95,https://everymanchess.com/collections/training/products/tactical-training,Tactical Training,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/9781781945780-FCTacticalTraining_1024x1024@2x.jpg?v=1609235541
,,,https://everymanchess.com/collections/training/products/mastering-the-endgame,Mastering the Endgame,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/cb807057981d811096aff56d179f79dc_1024x1024@2x.jpg?v=1542115022
,,,https://everymanchess.com/collections/training/products/its-your-move-tough-puzzles,It's Your Move: Tough Puzzles,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/247f6bcedf4e8930b02c39e5137063dd_1024x1024@2x.jpg?v=1542115380
,,,https://everymanchess.com/collections/training/products/secrets-of-spectacular-chess-2nd-edition,"Secrets of Spectacular Chess, 2nd edition",Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/172bb05d80b7e551bb7097f06d69c8a1_1024x1024@2x.jpg?v=1542115838
,,,https://everymanchess.com/collections/training/products/the-complete-chess-workout-2,"The Complete Chess Workout, 2",Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/10fea69eabfb2bea290f7f644dab6f86_1024x1024@2x.jpg?v=1542116298
Byron Jacobs,,,https://everymanchess.com/collections/training/products/mastering-the-opening,Mastering the Opening,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/3bdcf72f9cb3b0e92cb0bdc0543120c7_1024x1024@2x.jpg?v=1542115016
,,,https://everymanchess.com/collections/training/products/chess-progress-from-beginner-to-winner,Chess Progress: from beginner to winner,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/15186f600f379c6053696bfd88cfaa6c_1024x1024@2x.jpg?v=1542116422
,,9.99,https://everymanchess.com/collections/training/products/blunders-and-how-to-avoid-them-eliminate-mistakes-from-your-play,Blunders and How to Avoid Them: Eliminate Mistakes from your Play,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/c7176edc1f15b967fcf2a44b8d2fa67d_1024x1024@2x.jpg?v=1542115406
,,,https://everymanchess.com/collections/training/products/multiple-choice-chess-volumes-1-and-2,"Multiple Choice Chess, Volumes 1 & 2",Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/1e4b55739e0c8579c5c61bb284f2b055_1024x1024@2x.jpg?v=1542116974
,,,https://everymanchess.com/collections/training/products/test-your-chess-iq-first-challenge-master-challenge-grandmaster-challenge,"Test Your Chess IQ: First Challenge, Master Challenge, Grandmaster Challenge",Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/75fef395872a91b8eecf6585a4c53f45_1024x1024@2x.jpg?v=1542116811
,,,https://everymanchess.com/collections/training/products/chess-genius-1,Chess Genius,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/8abc035b77ea899640447f572daee26d_3372b8cc-94ed-4f8b-a418-305705caa015_1024x1024@2x.jpg?v=1542116878
,,,https://everymanchess.com/collections/training/products/it-s-your-move-x3,It's Your Move x 3,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/ed49589f6b4057b5e0e16e203326fa15_1024x1024@2x.jpg?v=1542116880
,,,https://everymanchess.com/collections/training/products/improve-your-chess,Improve Your Chess,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/97cadb2ab893c252aec78779a1f102e0_1024x1024@2x.jpg?v=1542116823
,,,https://everymanchess.com/collections/training/products/a-chess-course-from-beginner-to-winner,A Chess Course: From Beginner to Winner,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/d3e36617ef7cd6a2064688dae87dca61_1024x1024@2x.jpg?v=1542116929
,,9.99,https://everymanchess.com/collections/training/products/concise-chess-middlegames,Concise Chess Middlegames,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/42a074c9ab4ca3de9d05b140a01db809_1024x1024@2x.jpg?v=1542115440
,,,https://everymanchess.com/collections/training/products/creative-chess,Creative Chess,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/b0c66e8a6decb96079245f77a84658eb_1024x1024@2x.jpg?v=1542114885
,,17.95,https://everymanchess.com/collections/training/products/chess-for-rookies-learn-to-play-win-and-enjoy,"Chess for Rookies : Learn to Play, Win and Enjoy!",eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/34587951892bb71cd8112c4a4e9e2af8_1024x1024@2x.jpg?v=1542115810
,,,https://everymanchess.com/collections/training/products/easy-guide-to-chess,Easy Guide to Chess,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/c890a686dc90ef0ac8bad787471e9b1c_1024x1024@2x.jpg?v=1542114898
,,,https://everymanchess.com/collections/training/products/garry-kasparovs-chess-puzzle-book,Garry Kasparov's Chess Puzzle Book,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/f90bcc86e6a0638c604d6fd14b2f0e35_1024x1024@2x.jpg?v=1542114941
,,,https://everymanchess.com/collections/training/products/multiple-choice-chess,Multiple Choice Chess,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/0bec1fe92800e3669b132923e24b1103_1024x1024@2x.jpg?v=1542114947
,,,https://everymanchess.com/collections/training/products/improve-your-chess-now,Improve Your Chess Now,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/455f454199dc19b4e6d83e2c3e968ba7_1024x1024@2x.jpg?v=1542114951
,,,https://everymanchess.com/collections/training/products/improve-your-middlegame-play,Improve Your Middlegame Play,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/61cdcbd95a76736d2f76053602d61e91_1024x1024@2x.jpg?v=1542114962
,,,https://everymanchess.com/collections/training/products/interview-with-a-grandmaster,Interview with a Grandmaster,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/5473b457deda6f9df79139ca8c0f8cf0_1024x1024@2x.jpg?v=1542114981
,,,https://everymanchess.com/collections/training/products/learn-chess-a-complete-course,Learn Chess: A Complete Course,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/0f921977c9d11bc44de24c7014afec03_1024x1024@2x.jpg?v=1542114999
,,,https://everymanchess.com/collections/training/products/mastering-the-middlegame,Mastering the Middlegame,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/b94d827ca44b07c9c155d56f985d7b71_1024x1024@2x.jpg?v=1542115019
,,,https://everymanchess.com/collections/training/products/modern-chess-self-tutor,The Modern Chess Self Tutor,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/4b9c8e9be1a6da5e67451b7bb16bb68f_1024x1024@2x.jpg?v=1542115031
,,,https://everymanchess.com/collections/training/products/positional-sacrifices,Positional Sacrifices,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/4170a3c22ba133081ef9e8a861552cca_1024x1024@2x.jpg?v=1542115064
,,,https://everymanchess.com/collections/training/products/practical-endgame-play,Practical Endgame Play,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/10bbb4108c9f00c0db7c379f787fa2eb_1024x1024@2x.jpg?v=1542115067
,,,https://everymanchess.com/collections/training/products/practical-endgame-tips,Practical Endgame Tips,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/c293a36e939eacb2a4f9511b720668b7_1024x1024@2x.jpg?v=1542115070
,,,https://everymanchess.com/collections/training/products/practical-middlegame-tips,Practical Middlegame Tips,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/1c45d43e4c00fe3b34eac396000c1bb8_1024x1024@2x.jpg?v=1542115075
,,,https://everymanchess.com/collections/training/products/a-primer-of-chess,A Primer of Chess,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/314ec64a4de37ff83df4a9a7a066266e_1024x1024@2x.jpg?v=1542115081
,,,https://everymanchess.com/collections/training/products/quickest-chess-victories-of-all-time,The Quickest Chess Victories of all Time,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/bfb4bc434967743dad92e981efd53fab_1024x1024@2x.jpg?v=1542115090
,,,https://everymanchess.com/collections/training/products/rate-your-endgame,Rate Your Endgame,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/32b1ce717ccb1ec7735c9f267494f554_1024x1024@2x.jpg?v=1542115095
,,,https://everymanchess.com/collections/training/products/simple-chess,Simple Chess,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/e32b1693042617ca609d576885c4cca9_1024x1024@2x.jpg?v=1542115111
,,,https://everymanchess.com/collections/training/products/starting-out-in-chess,Starting Out in Chess,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/98adf627ee7f0df44943d10596669e76_1024x1024@2x.jpg?v=1542115122
,,,https://everymanchess.com/collections/training/products/surprise-in-chess,Surprise in Chess,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/62ccd1d495aa80dc1c4384d76357c0d5_1024x1024@2x.jpg?v=1542115125
,,,https://everymanchess.com/collections/training/products/test-your-chess-iq-first-challenge,Test Your Chess IQ: First Challenge,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/df7e72b3db7b4f33d62c743a90a9f112_1024x1024@2x.jpg?v=1542115141
